Date,from_username,Subject,content
2001-11-27 08:17:44-08:00,hot-farealert,your houston hot-fare alert,"hotwire hot-fare(sm) alert: 
last-minute hot-fares out of houston <http://hotwire.m0.net/m/s.asp?hb4883062557x1152291x84289x>! 

with hotwire's last-minute deals, you can still get home for the 
holidays or celebrate new year's in your favorite city! specially 
negotiated hot-fares save you more on flights, hotels and car 
rentals. get your hot-fare today and save <http://hotwire.m0.net/m/s.asp?hb4883062557x1152979x84289x>! 

* * * * * * * * f l i g h t   h o t - f a r e s <http://hotwire.m0.net/m/s.asp?hb4883062557x1152298x84289x> * * * * * * * * * 

save more on a last-minute trip with a hotwire hot-fare. get an 
amazing last-minute holiday deal or take advantage of these 
incredibly low domestic and international fares for a future trip. 
grab a hot-fare today <http://hotwire.m0.net/m/s.asp?hb4883062557x1152299x84289x>! 

check these recent round-trip hot-fares(sm) out of houston:* 

from -- to -- hot-fare -- savings
houston to tulsa - $104 hot-fare - $68 saved! 
houston to oklahoma city - $128 hot-fare - $49 saved! 
houston to chicago - $137 hot-fare - $54 saved! 
houston to oakland - $146 hot-fare - $41 saved! 
houston to orlando - $148 hot-fare - $51 saved! 
houston to memphis - $151 hot-fare - $209 saved! 
houston to aspen - $280 hot-fare - $293 saved! 
houston to atlanta - $172 hot-fare - $134 saved! 
houston to toronto - $238 hot-fare - $116 saved! 
houston to cozumel - $391 hot-fare - $588 saved! 

get a hot-fare today <http://hotwire.m0.net/m/s.asp?hb4883062557x1152300x84289x>! 

* * * * * * * * * h o t e l   h o t - r a t e s <http://hotwire.m0.net/m/s.asp?hb4883062557x1152292x84289x> * * * * * * * * * * 

enjoy new year's eve in a quality hotel at a terrific price! stay out 
late, celebrate and relax in style in a hotwire hotel. check out 
these hot-rates(sm) and book your room today <http://hotwire.m0.net/m/s.asp?hb4883062557x1152293x84289x>!* 

here are some of our recent hot-rates(sm):* 

city (city area) -- rating - hot-rate -- savings
new orleans (french quarter) - 5-star - $101 hot-rate - $129 saved! 
new orleans (metairie) - 3-star - $40 hot-rate - $49 saved! 
albuquerque (airport) - 2.5-star - $53 hot-rate - $59 saved! 
santa fe (santa fe plaza) - 3-star - $82 hot-rate - $47 saved! 
austin (north austin) - 3-star - $46 hot-rate - $51 saved! 
austin (arboretum) - 2.5-star - $33 hot-rate - $50 saved! 
dallas (market center) - 3-star - $41 hot-rate - $64 saved! 
dallas (dfw airport) - 4-star - $53 hot-rate - $86 saved! 

get a hot-rate today <http://hotwire.m0.net/m/s.asp?hb4883062557x1152294x84289x>! 

* * * * * * c a r   r e n t a l   h o t - r a t e s <http://hotwire.m0.net/m/s.asp?hb4883062557x1152295x84289x> * * * * * * * 

whether packing up presents in a full-size car or escorting 
relatives in a minivan, hotwire offers better deals on exactly the 
kind of rental you need. you choose the car type, location and 
pick-up/drop-off times best for you. 

check out these low hot-rates(sm)* and 
save on your next car rental <http://hotwire.m0.net/m/s.asp?hb4883062557x1152296x84289x>! 

city (car type) -- rate type -- hot-rate
los angeles (weekly) - mid-size - $15/day - hot-rate 
charlotte (weekend) - compact - $15/day - hot-rate 
tampa (weekly) - mid-size - $16/day - hot-rate 
honolulu (weekly) - full-size - $16/day - hot-rate 
phoenix (weekly) - convertible - $29/day - hot-rate 

get a hot-rate today <http://hotwire.m0.net/m/s.asp?hb4883062557x1152297x84289x>! 

* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
inside tips 
we've added exciting new hotel properties in cities 
nationwide, including: 

- key west, fl 
- memphis, tn 
- baton rouge, la 
- jacksonville, fl 
- newark, nj 
- birmingham, al 

check a hot-rate in your favorite city <http://hotwire.m0.net/m/s.asp?hb4883062557x1152980x84289x>! 

* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 

celebrate the savings! 
forward this email <http://hotwire.m0.net/m/s.asp?hb4883062557x1152301x84289xrichard.shapiro%40enron.com> to your family and friends so they can get 
better deals this holiday season. 

* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 

questions? please contact support@hotwire.com <mailto:support@hotwire.com> or visit our 
customer care section <http://hotwire.m0.net/m/s.asp?hb4883062557x1152303x84289x>. 

if you would like to change your email address or unsubscribe from 
receiving future editions of the hotwire, click here <http://hotwire.m0.net/m/s.asp?hb4883062557x1152304x84289xrichard.shapiro%40enron.com> or visit the 
following url: 
<http://hotwire.m0.net/m/s.asp?hb4883062557x1152304x84289xrichard.shapiro%40enron.com>

hotwire is committed to protecting your privacy. we do not sell, 
rent or give away any of your personal information. for more 
information, view our privacy policy <http://hotwire.m0.net/m/s.asp?hb4883062557x1152302x84289x>. 

* actual round-trip airfare, hotel, and car rental purchases made 
on hotwire in october 2001. prices subject to change and 
availability and may not represent current prices. airfares may 
have required advance purchase and/or saturday night stay. air 
savings calculated against lowest published fare available in sabre 
reservation system at time of booking. hotel savings calculated 
against hotels' pre-tax published rate. airfares shown include all 
taxes and fees, while hotel and car rental rates shown do not. 

? hotwire 2000 - 2001. all rights reserved. hotwire, hot-fares, 
hot-rates and the hotwire logo are servicemarks of hotwire. cst 
2053390-40. 






 <http://www.m0.net/m/logopen02.asp?vid=734&catid=4883062557&ecid=0>"
2001-11-27 09:16:49-08:00,postmaster,delivery status notification (relay),"this is an automatically generated delivery status notification.

your message has been successfully relayed to the following recipients, but the requested delivery status notifications may not be generated by the destination.

       jonathan@gersten.com




--------- inline attachment follows ---------

from:  </o=enron/ou=na/cn=recipients/cn=rshapiro>
to: jonathan goldstein <jonathan@gersten.com>
date: tuesday, november 27, 2001 5:16:18 gmt
subject: 

can you please call me today at 713-853-3407? thanks.

-----original message-----
from: jonathan goldstein [mailto:jonathan@gersten.com]
sent: tuesday, november 20, 2001 10:52 am
to: shapiro, richard
subject: re: life ins. app


we should have the policies next week and then forwarded on to you.have good thanks giving.

----- original message ----- 
from: shapiro, richard <mailto:richard.shapiro@enron.com> 
to: jonathan goldstein <mailto:jonathan@gersten.com> 
sent: tuesday, november 20, 2001 11:39 am
subject: re: life ins. app

will get in mail tonight. thanks.

-----original message-----
from: jonathan goldstein [<mailto:jonathan@gersten.com>]
sent: tuesday, november 20, 2001 10:37 am
to: shapiro, richard
subject: fw: life ins. app


hi rich,
they did approve the 2mm.to activate the coverage:
 
    michele lecoca--$1610 - 10% off 1st yr-$1449
                                         (z01209440)
   richard shapiro--$1890- 10%off   1st yr-1701
                                            (z01209831)
              payable to:west coast life
                           send to
                  jonathan goldstein
              189 reservoir st
                  needham,ma 02494
  
----- original message ----- 
from: jonathan goldstein <mailto:jonathan@gersten.com> 
to: shapiro, richard <mailto:richard.shapiro@enron.com> 
sent: thursday, november 15, 2001 1:02 pm
subject: re: life ins. app

hi rich,
both you and michelle were approved super preferred by
west coast life:
                              richard   $1.5mm-20yr is $1430 
                                               $2mm---20yr is $1890
                                              $1.5mm- 30yr is$ 2980
                                              $2mm----30yr is$3950
                             michelle  $1.5mm-20yr is $1220
                                              $2mm---20yr is $1620
                            if paid annual the 1st yr there is
                       a 10% disc ount for 1st yr only.so you
                      could pay annual this year than pay qy or 
semi next year.                   
 

----- original message ----- 
from: shapiro, richard <mailto:richard.shapiro@enron.com> 
to: jonathan goldstein <mailto:jonathan@gersten.com> ; rshapiro@enron.com <mailto:rshapiro@enron.com> 
sent: wednesday, november 07, 2001 4:53 pm
subject: re: life ins. app

281-955-3600 for their fm 1960 location (brain mri) and 281-446-2930 for their humble location(stomach x-rays). all tests were negative, just a hypochondriac.

-----original message-----
from: jonathan goldstein [<mailto:jonathan@gersten.com>]
sent: wednesday, november 07, 2001 3:08 pm
to: rshapiro@enron.com <mailto:rshapiro@enron.com>
subject: life ins. app


do you know where river oaks or do you have there ph#?



**********************************************************************
this e-mail is the property of enron corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). any review, use, distribution or disclosure by others is strictly prohibited. if you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to enron corp. at enron.messaging.administration@enron.com and delete all copies of the message. this e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between enron corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. thank you. 
**********************************************************************
"
2001-11-27 09:19:13-08:00,jonathan,read: life ins. app,"this is a receipt for the mail you sent to
""jonathan goldstein"" <jonathan@gersten.com> at 11/27/2001 12:16 pm

this receipt verifies that the message has been displayed on the recipient's computer at 11/27/2001 12:19 pm"
2001-11-27 09:58:44-08:00,j..kean,fw:,"you should read this.  you won't like some of the comparisons, but it is a nice statement about what our team has accomplished.

 -----original message-----
from: 	kean, steven j.  
sent:	tuesday, november 27, 2001 11:53 am
to:	'slipin@brunswickgroup.com'; tilney, elizabeth; palmer, mark a. (pr)
subject:	

 


this is an article that irwin stelzer wrote abut enron.  he is willing to talk further.  his number is 202.777.3000.  he said he would like to have me on the phone when you call."
2001-11-27 09:58:44-08:00,j..kean,fw:,"you should read this.  you won't like some of the comparisons, but it is a nice statement about what our team has accomplished.

 -----original message-----
from: 	kean, steven j.  
sent:	tuesday, november 27, 2001 11:53 am
to:	'slipin@brunswickgroup.com'; tilney, elizabeth; palmer, mark a. (pr)
subject:	

 


this is an article that irwin stelzer wrote abut enron.  he is willing to talk further.  his number is 202.777.3000.  he said he would like to have me on the phone when you call."
2001-11-27 10:04:31-08:00,howard.fromer,re: icap press release quote,"i think they would like to run it as soon as they hear back from me; i.e., this afternoon.

 -----original message-----
from: 	shapiro, richard  
sent:	tuesday, november 27, 2001 12:42 pm
to:	fromer, howard; nicolay, christi l.
cc:	palmer, mark a. (pr)
subject:	re: icap press release quote

when will this run?

 -----original message-----
from: 	fromer, howard  
sent:	tuesday, november 27, 2001 11:36 am
to:	nicolay, christi l.
cc:	shapiro, richard; palmer, mark a. (pr)
subject:	icap press release quote

christi: as discussed, attached is a copy of a quote that the nyiso has asked me to include in a press release they plan to issue announcing the release of some draft icap principles that have been developed by the three northeast iso staffs. i've discussed the quote with sarah, and have included some new language to make clear that enron does not support icap markets, but while we have them this is a good idea. i haven't shown this language to the iso yet, as i'm waiting to hear back from rick on whether enron wants to be quoted at all. i'd appreciate it if you could take a quick look at the attached revised quote and perhaps run it by rick. thanks. howard

 << file: icap press release quote-hf revisions.rtf >> "
2001-11-27 10:39:25-08:00,stephanie.wellman,interview with el paso,"after working with all admins, i have set your second interview as follows: 

wednesday, december 5, 2001
1:00 pm	norma dunn
1:45 pm	gary konnie
2:30 pm	bryon kelley
3:15 pm	ralph eads

please let me know if i can be of any further assistance.

stephanie e. wellman
executive administrative assistant





******************************************************************
this email and any files transmitted with it from the elpaso 
corporation are confidential and intended solely for the 
use of the individual or entity to whom they are addressed. 
if you have received this email in error please notify the 
sender.
******************************************************************"
2001-11-27 10:41:12-08:00,enron_update,<<concur expense document>> - sjm11152001rvd,"the following expense report is ready for approval:

employee name: susan j. mara
status last changed by:  automated administrator
expense report name: sjm11152001rvd
report total: $448.94
amount due employee: $448.94


to approve this expense report, click on the following link for concur expense.
http://expensexms.enron.com"
2001-11-27 10:43:53-08:00,ginger.dernehl,re:,"do u mean 2:30 call 2day w/hk, js, sn,lr, js & rh??"
2001-11-27 10:48:59-08:00,ginger.dernehl,re:,"actuly alrdy have it shcld 4 tmrrow (wed) @ 4pm.
"
2001-11-27 11:56:39-08:00,enron_update,<<concur expense document>> - rs112701,"the approval status has changed on the following report:

status last changed by:  automated administrator
expense report name: rs112701
report total: $154.42
amount due employee: $154.42
amount approved: $154.42
amount paid: $0.00
approval status: pending
payment status: pending


to review this expense report, click on the following link for concur expense.
http://expensexms.enron.com"
